resort_id,point_longitude,point_latitude,point_municipality_bfs_id,point_municipality_name,point_municipality_canton,boundary_reference_year,selection_status,current_polygon_candidates,relationship_type,assignment_method,assignment_confidence,tourism_exposure_interpretation,bfs_hotel_universe,bfs_hotel_municipality_name,hotel_panel_name_present,source_id,query_source_id,source_sha256
meiringen_hasliberg,8.230219,46.747918,783,Hasliberg,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Hasliberg,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_4d12ef9b7d8d,4ab1f38f822c6d2d9c20fb2968ad3e9df0fbb346375de4adb78510613237d293
melchsee_frutt,8.278284,46.775788,1404,Kerns,OW,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_e9698c927a1a,439b2adb784b585d331e5eb9052edf6ea2def68994bae4980602e33fc546bd6a
minschuns_val_mustair,10.332212,46.647256,3847,Val Müstair,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Val Müstair,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_0f5e200f3661,c1d93719017ce34ddb9537ae090b0a80ada61a6ed30489b32bee2d378036b118
mogno,8.661765,46.428061,5323,Lavizzara,TI,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_f1c5b8863d50,17e6a6d7950588238455db85c4ed74f97ef94f7b97d666950cf637499eddbe0b
moleson_la_gruyere,7.0205,46.550568,2135,Gruyères,FR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Gruyères,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_fc0b623fc7f4,556d8a2429823c2048d7ad664922967d78e3037b9d2dcd6f64b41f9cae103820
mont_gibloux,7.037687,46.686425,2236,Gibloux,FR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_533bd954a2e2,7bf7b69d1d573fadab5fc165d2dcbca46d55a51072d0e40b849cf7286f5ca320
mont_noble_nax,7.474308,46.211817,6090,Mont-Noble,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_d572755fec09,2ac12163991985b343b7230e1512f545a5d8edb9c635d455759f0ba12ce735ed
moosalpregion,7.826857,46.251225,6296,Törbel,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_6bf683ddc9b4,8df31f8bac8a202594c0e762eff3a18a4ddd266d2a43c1147a0e337a6a74ee06
morlialp,8.108318,46.824379,1403,Giswil,OW,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_786eea966153,c6cb025baae47090196f80a4a120f91e6b3e250dfa7bbd5fe2c860e99e64def2
motta_naluns_scuol_motta_naluns,10.261745,46.818447,3762,Scuol,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Scuol,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_b0ff8d81a860,e821dcdd5661444a4d0fd675231799e047c0fa65635830c880f89533b5fd4355
muottas_muragl,9.89705,46.518654,3786,Samedan,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Samedan,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_43a21962ae09,1d1a338cf310491b6f4965c40873e6a0a3487c5302b61d9211ef8d609df5d623
musella_la_punt_musella,9.930184,46.571481,3785,La Punt Chamues-ch,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_832369badb57,fffb19a5f322434433f8f68934b0c912843b15a3ad76dd1333f1f0df66848ec8
mythenregion,8.710206,47.022968,1361,Alpthal,SZ,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_bc2d3b7b2d30,431d5e57eab0ff62df02833cc153805fbf208ae6738a5601cf90b0947263334c
nara_leontica_cancori,8.898282,46.460122,5048,Acquarossa,TI,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_0ba0c4d6e822,c257e6541b6a8f5cc631e01eef4c5e7b18daed5ba30af185ddcc1674653bae0b
nendaz_4_vallees,7.308655,46.132848,6024,Nendaz,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Nendaz,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_9e560b3a4eaa,a476d81c012f9dcb8b4e4d44dc4af12b6ca809e8acfa0e36f7057d103c98c9d6
neusell,8.673921,47.091978,1370,Rothenthurm,SZ,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_2b9643428296,a74ec0d52ee086e29b55a85b82dd380b3f15d42ce8a1673f34c94aea8cd85573
nods_chasseral,7.07693,47.118433,724,Nods,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_3649a9dde89d,82d42bf49c341aec72940119084dd67096811c0d1832041645c8ab1a0673d407
nollen_unterageri,8.557481,47.125504,1709,Unterägeri,ZG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Unterägeri,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_742ddaa08db7,28e6d7bbd76aa0a9c4a9969e9084e6a02912b117f33709d4e6e6c377c5915ded
oberegg_st_anton,9.550193,47.416692,3111,Oberegg,AI,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_2ee6e5eaa152,819f192cfa79f6799bc795f7b1b607e8cb634ae816735f178f34fef35cbbeff4
obergoms_goms,8.267781,46.49144,6077,Goms,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Goms,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_b1c40c952682,92d119e93f3913161f7a7af1124c9a213c029a7b0ec711a913b5c39c582ea9f8
oberhelfenschwil,9.114499,47.353619,3396,Neckertal,SG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Neckertal,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_7417c201f76f,2fb6696c92be95a5963e615db609b51635d275f5ae4fc0572438dc60b856ca69
oberholz_farner,8.942528,47.287597,3342,Eschenbach (SG),SG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Eschenbach (SG),True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_4cc38fea8d37,1f3a6f93da5bcd0045034172eb86b02d3d67c1e2af3ab741e4da77ba0c290001
oberiberg,8.782257,47.038439,1368,Oberiberg,SZ,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_656864b9fe37,4f76fb17aabe0a70d6d2620c5591d2ea6e97cd248519736c1edfb11c02ecf80c
obermutten_mutten_obermutten,9.487853,46.672336,3668,Thusis,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_ecf6f05153ea,5127ebbb37d1c201a76f86039fb43879a6daf99050dfa8f3b30df8545a5bf475
obersaxen_mundaun,9.119854,46.736331,3988,Obersaxen Mundaun,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_e650105ee6e2,8453cdc7c8092d1ca19ad0b64269c675772a6819e9daf73f82762a7dff5c2e72
oberwangen,8.986676,47.420394,4726,Fischingen,TG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_30452d304447,7ed6aea234aa3ea0b607b69f6d7c87ca6e27cb996f1cfcd0c93e8d0cb7272459
opfershofen_skilift_stich_opfertshofen,8.657243,47.773517,2920,Thayngen,SH,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_58050dcbc1c4,c7ffc2c933649b365da532b065a9df5ac86cd192fa0fe6b39b4155f4527e8117
osteregg_urnasch_osteregg,9.285523,47.310331,3006,Urnäsch,AR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_4505a7255a50,e0dbe70a1217fb1a569372b44a3b0c748fa62149235e373b524bccc2bc60cd3d
ottenleuebad,7.367363,46.730566,852,Guggisberg,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_b9a32835ec0d,feb8815f25111f214be888a32a1165c229a8d4c497b276146e374501f2324a40
ovronnaz,7.139568,46.203537,6135,Leytron,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_c9c1a8b180f8,95e2b9d7d099a668817368a510db7432b3e450b54e5378602aeaec4495e751e3
pany,9.760868,46.933802,3891,Luzein,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_2ff6d588a88f,55804021c9e5086757263777702605e05bce705fe837ae634b0957af354e615d
parsenn_davos_klosters_parsenn,9.820662,46.847571,3851,Davos,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Davos,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_a9907d9462dd,53735db23a0b62a480b294109be1dc961d3831ac4ed999f9db7d892c97c34c8f
pian_cales_san_bernardino,9.196994,46.462443,3822,Mesocco,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_4d428445a671,d42c21bcbac7fc24d32c3175be4680699fd105af6932d2a11650d1760473b045
piano_di_peccia,8.610607,46.410422,5323,Lavizzara,TI,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_e104e357ffa4,a3b50e98f64d961d3c20f7235c8e41c8972a14fc9ea8541f32a575698a92ac47
pischa_davos_pischa,9.913616,46.807873,3851,Davos,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Davos,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_7ab74c8681f9,53735db23a0b62a480b294109be1dc961d3831ac4ed999f9db7d892c97c34c8f
pizol_bad_ragaz_wangs,9.437256,46.985464,3291,Bad Ragaz,SG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Bad Ragaz,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_7697ab0f4cc2,4977a127c39cc955afb43e858bf1886aae459640005bf547da5a4eca9298022b
pradaschier_churwalden,9.520105,46.782678,3911,Churwalden,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_c4191d9f02b7,58a7e5a498b6d6b228fd97f5131dbf40b69203e559554b1be6d52de8451a55a7
prato_leventina,8.757745,46.481156,5079,Quinto,TI,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_19e1736b644f,7bb128ba4412b61381fb6960052dea0ac612e5dd31737f5eb3af328763ebb629
pres_d_orvin_les_pres_d_orvin,7.170349,47.145226,438,Orvin,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_4997080744ef,bce8126f1f5767237ac6b3806ced51ae391309fa18dd65ef07db1f7044fbc4c8
rathvel,6.979065,46.545639,2325,Châtel-Saint-Denis,FR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_5975e4086dd9,3b3494636b166bd026607c95ff76dc5ca906c0d6b6a260c7573a429a8e494a96
ratzi_spiringen,8.731985,46.88788,1218,Spiringen,UR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_175701478c4f,4777e8158c4140b0b066e62bd19dc11078d1d265bfc6c396659092054972af31
realp,8.497581,46.602162,1212,Realp,UR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_6e7f607883d1,e16cc966ae94b20675c59c292b97b584a7f55d7aaf035f2a6f75a5395b76817b
regensberg_im_buck,8.429014,47.473696,95,Regensberg,ZH,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_3a8d41771644,73dd826e1e0e80fce44ffc4b8497982acecee83d291642c5c969276e3e03b789
riffenmatt,7.355116,46.76325,852,Guggisberg,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_e35c97be970b,feb8815f25111f214be888a32a1165c229a8d4c497b276146e374501f2324a40
rigi,8.499298,47.044393,1362,Arth,SZ,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_e87cedff2f65,34254d496c0ccdccbfb8b1688b5756b4b853839b111e65820d2ef69ddfe2cef0
rinerhorn_davos_rinerhorn,9.800406,46.745978,3851,Davos,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Davos,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_cf905294311b,f20cdd6202bc3c41d1fac9b576afdf3452a6091dd68a63fac3d950df1686d579
rochers_de_naye_haut_de_caux_dent_de_jaman,6.978421,46.431587,5891,Veytaux,VD,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_51e759ceae81,051f6200f5beb1765857d007c23a2477dccf3f094cdd7b98c68b2fc6f7b7d25a
rohrenmoos_dietikon,8.380101,47.400898,243,Dietikon,ZH,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_57d2c45ca303,fe7b599f4d26955fb14b201cdfc71982bf4631da90a49732cbf9842b49fdfb46
rossa,9.128048,46.372306,3808,Rossa,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_8254d7e69c86,9f1d1d6225e14b7ba076c942844d0091ff6de1aa94ba1cdb183756973863277d
rossberg_oberwil,7.44195,46.639537,766,Oberwil im Simmental,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_22041036c047,9e87cd0b2e1b81bd61d72bf24d6f10721b03e79e6e1b036300be0cddca408088
rosswald,8.043537,46.30449,6010,Termen,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_b1663aa4a933,f281433bf8bc3a96ada5235f1bfa34029c458dc485e7893d719f0035cb172441
rothwald_wasenalp_am_simplon,8.03813,46.279877,6008,Ried-Brig,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_2b911420fffa,84871abc386462c5e7562c13c6e16ebd2c290b351f2bde96f5c84c6043cf1a48
rougemont_rougemont_la_videmanette,7.226973,46.454889,5843,Rougemont,VD,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_6fa81466aae8,d57d9956d05057fc973a3a2ae56f1eb9370b0553e5c07e49c1e0a63cfb172956
ruschegg_eywald,7.415943,46.761737,853,Rüschegg,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_4ab88d91b565,984c35fce256b043a132c091c00c68efe1c7e4e9f1ba5b936a9373556f8de51d
saas_almagell,7.957824,46.092244,6288,Saas-Almagell,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_8f2cd50ba680,384c418833a42eacb0c510038028a5024ba90bbe4e55c7b95f4ff3218827c976
saas_fee,7.919168,46.089067,6290,Saas-Fee,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Saas-Fee,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_8dc7659e588f,60e49f9aaf95dc60ff23e7e8e40a5ad69cf11e410b722ebb97f121de3ce0a657
saint_george_saint_george,6.257503,46.515628,5434,Saint-George,VD,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_19a76a800f5c,7af122f64adaac1d35ba1f4e2c242d8447003ec6d47a596f13b170c18dcafdcb
saint_imier_mont_soleil,6.994514,47.154704,443,Saint-Imier,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_bc99baf400af,8f9f46347d5b836648e3c69f21fd25b13b4bd3eda5fe83c9b3d5f15f90d0b49d
sainte_croix_les_rasses,6.528625,46.840057,5552,Bullet,VD,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Bullet,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_f997b13cf3ea,bcd1e7fc0b43058e652644b1ba456ddc6832496c14ca70b46121cafb12a49820
samnaun_silvretta_arena_samnaun_ischgl,10.374098,46.981189,3752,Samnaun,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Samnaun,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_306e51f704a5,9d58ca3e17edc52b5949c54e6cd69dbaf209e6091e8346a8d3b095a9666ec3b2
sarn_heinzenberg,9.395306,46.722506,3661,Cazis,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_244936e9e5f2,2c7d15b832831da41f40b7fd099b4762f27cf3799e1343e41ce3d67c0dcbc20c
sattelegg_einsiedeln,8.84849,47.125487,1348,Vorderthal,SZ,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_0c8e446a5cf9,3562198193c26882bb40d1199003e688c2b8d1ea1d77c4677ff2b653abc0b022
savognin,9.555016,46.5873,3543,Surses,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Surses,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_ddb965ba1fa4,3d45246dcc91a7f11a974171b78afd6f2f1285b3d36e038d2b6a4ae756375f32
schafbuel_wildberg,8.81537,47.421584,182,Wildberg,ZH,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_bdea1f3fa005,a7c9f6c54a6ba7b5b9df8b5c0d97e39f4bb666a8d423ca6546f545f67b58b9ee
schatzalp_davos_schatzalp_strela,9.814396,46.801235,3851,Davos,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Davos,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_92d50de4ee85,53735db23a0b62a480b294109be1dc961d3831ac4ed999f9db7d892c97c34c8f
schilt_mollis,9.093751,47.078625,1630,Glarus Nord,GL,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Glarus Nord,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_fd85f1a420b8,0986db82a2d290703d12207dfe2f6f2fd18382911e46df602880dfc716b1e3e5
schilthorn_jungfrau_ski_region_murren_schilthorn,7.856255,46.561752,584,Lauterbrunnen,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Lauterbrunnen,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_64e60904b637,cbc15ccd33b3cbcb67421f4be1412140ebaeeabb1c4b8091659e968a13547658
schnabelsberg_einsiedeln,8.738143,47.141387,1301,Einsiedeln,SZ,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Einsiedeln,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_29456c33c37d,b75f622d9cc0a92903ef67e23e216528aa2d84938281d65c08fb9b255236f520
schratten_fluhli,8.007549,46.873193,1004,Flühli,LU,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_cc3a2ff7ae1b,0310a1f91e7679aa680169b3598241dcf506f99d14ed1c5f6e7c485548b6ee27
schwanden_sigriswil_thunersee,7.744246,46.731449,938,Sigriswil,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Sigriswil,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_aa0612ed5ba1,f3662c933a8662f871beed0a3afc623a16a7bc215366decdd676cbd4b5fe123f
schwarzenbuhl_selital,7.389829,46.744577,853,Rüschegg,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_661c10998d18,984c35fce256b043a132c091c00c68efe1c7e4e9f1ba5b936a9373556f8de51d
schwarzsee_kaiseregg_bahnen,7.291059,46.664635,2138,Jaun,FR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_4eb23e242963,4c431af1c9be8cd2850053a2cdd6af95c21cb4a1c7c580dd1e4f846dd23b2988
schwellbrunn,9.227399,47.344767,3004,Schwellbrunn,AR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_0181b2503ca3,9c7f162cbe6cae71f0f2629649c1c3bd5e11b823ac0ad58b3fe8f7c7d31de2a1
seebodenalp_kussnacht_am_rigi,8.468099,47.06847,1331,Küssnacht (SZ),SZ,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Küssnacht (SZ),True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_f3a88e4062e0,f86e923a7b552589d6eb1112083abe0972cfb19c5cf312a614d25dd3f9bed83a
sitzberg,8.913517,47.426313,4726,Fischingen,TG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_d1c733eb2a45,0a15179e3a68b0548493fd934978c459547216e88ba6759bc3b12239c876e4ba
sommartel_le_locle,6.745563,47.033046,6436,Le Locle,NE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_5bf909df0cc1,7d5019ee7667b7f4ab3796c34317a956206460b1ada4609524d60e8022cdecb0
sorenberg,8.030405,46.809812,1004,Flühli,LU,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_79fd003283ad,0310a1f91e7679aa680169b3598241dcf506f99d14ed1c5f6e7c485548b6ee27
sous_le_mont,7.217651,47.21631,713,Tavannes,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_75744ece1df2,c2a619f3ca419da8b070a7f09b5021a6557aced75883aef6c1c8a00401f9acb4
