resort_id,resort_name_original,resort_name_canonical,url_station,match_method,manual_review,decision
balmberg,Balmberg Balmberg,Balmberg,https://www.bergfex.ch/balmberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
la_dole_jura_sur_leman,La Dôle Jura sur Léman,La Dôle Jura sur Léman,https://www.bergfex.ch/jura-sur-leman/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
les_diablerets_glacier_3000,Les Diablerets Les Diablerets - Glacier 3000,Les Diablerets - Glacier 3000,https://www.bergfex.ch/les-diablerets/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
les_pleiades,Les Pléiades Les Pléiades,Les Pléiades,https://www.bergfex.ch/les-pleiades/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
les_prevondes,Les Prévondes Les Prévondes,Les Prévondes,https://www.bergfex.ch/les-prevondes/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
leysin_les_mosses_la_lecherette,Leysin Leysin - Les Mosses - La Lécherette,Leysin - Les Mosses - La Lécherette,https://www.bergfex.ch/leysin-mosses-lecherette/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
rochers_de_naye_haut_de_caux_dent_de_jaman,Rochers de Naye Rochers de Naye - Haut de Caux - Dent de Jaman,Rochers de Naye - Haut de Caux - Dent de Jaman,https://www.bergfex.ch/rochers-de-naye/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
rougemont_rougemont_la_videmanette,Rougemont Rougemont-La Videmanette,Rougemont Rougemont - La Videmanette,https://www.bergfex.ch/rougemont-la-videmanette/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
saint_george_saint_george,Saint George Saint-George,Saint George Saint - George,https://www.bergfex.ch/saint-george/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
sainte_croix_les_rasses,Sainte Croix Sainte Croix - Les Rasses,Sainte Croix - Les Rasses,https://www.bergfex.ch/sainte-croix/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
st_cergue,St. Cergue St. Cergue,St. Cergue,https://www.bergfex.ch/saint-cergue/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
trelasse_la_trelasse,Trelasse La Trélasse,Trelasse La Trélasse,https://www.bergfex.ch/trelasse/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
vallee_de_joux,Vallée de Joux Vallée de Joux,Vallée de Joux,https://www.bergfex.ch/vallee-de-joux/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
villars_gryon_villars_gryon_les_diablerets,Villars-Gryon Villars - Gryon - Les Diablerets,Villars - Gryon Villars - Gryon - Les Diablerets,https://www.bergfex.ch/villars/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
dicki_weisslingen,Dicki Dicki - Weisslingen,Dicki - Weisslingen,https://www.bergfex.ch/dicki-weisslingen/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
ghoch,Ghöch Ghöch,Ghöch,https://www.bergfex.ch/ghoech/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
oberholz_farner,Oberholz-Farner Oberholz-Farner,Oberholz - Farner,https://www.bergfex.ch/oberholz-farner/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
oberwangen,Oberwangen Oberwangen,Oberwangen,https://www.bergfex.ch/oberwangen/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
regensberg_im_buck,Regensberg Regensberg - Im Buck,Regensberg - Im Buck,https://www.bergfex.ch/regensberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
rohrenmoos_dietikon,Röhrenmoos Röhrenmoos / Dietikon,Röhrenmoos Dietikon,https://www.bergfex.ch/roehrenmoos-dietikon/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
schafbuel_wildberg,Schafbüel Schafbüel - Wildberg,Schafbüel - Wildberg,https://www.bergfex.ch/schafbuel-wildberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
sitzberg,Sitzberg Sitzberg,Sitzberg,https://www.bergfex.ch/sitzberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
steg_im_tosstal,Steg im Tösstal Steg im Tösstal,Steg im Tösstal,https://www.bergfex.ch/steg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
steig_baretswill_steig_baretswil,Steig-Bäretswill Steig - Bäretswil,Steig - Bäretswill Steig - Bäretswil,https://www.bergfex.ch/steig-baeretswil/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
sternenberg,Sternenberg Sternenberg,Sternenberg,https://www.bergfex.ch/sternenberg/,existing ski_id retained; exact unique URL joins; no fuzzy merges,pending_domain_and_country_verification,retain_provisional_listing
